edad,ciudad,estrato_socioeconomico,nivel_educacion,estado_civil,personas_a_cargo,tipo_empleo,antiguedad_empleo,salario_mensual,egresos_mensuales,numero_demandas,puntaje_datacredito,numero_propiedades,patrimonio_total,saldo_promedio_banco,valor_inmueble,anos_inmueble,porcentaje_cuota_inicial,valor_cuota_inicial,monto_credito,ltv,plazo_credito,tasa_interes_anual,cuota_mensual,dti,capacidad_ahorro,capacidad_residual,ratio_cuota_ingreso,ratio_patrimonio_deuda,meses_colchon,ratio_cuota_ahorro,ratio_egreso_salario,score_edad,flag_sobreendeudamiento,score_estabilidad_laboral,riesgo_legal,educacion_x_salario,edad_x_antiguedad,ltv_x_puntaje,grupo_edad,rango_salarial,categoria_puntaje,nivel_ltv,nivel_dti,puntaje_riesgo,nivel_riesgo,rechazo_automatico
37,Bogotá,4,Bachiller,Casado,1,Formal,19.0,3459000,2266000,1,753,0,67900000,24370000,104000000,9,19,19760000.0,84240000.0,81.0,16,9.49,854500,24.7,1193000,338500,24.7,0.8060303893637227,28.519602106495025,0.7162615255658005,65.51026308181555,40,0,125.0,86.46647167633873,3.459,703.0,119.07,Adulto Joven,Bajo,Bueno,Alto,Bueno,80.0,Bajo,False
48,Medellín,3,Profesional,Soltero,0,Informal,3.5,2732000,1677000,0,815,1,217100000,17450000,87000000,9,18,15660000.0,71340000.0,82.0,17,9.7,715000,26.17,1055000,340000,26.17,3.0431735351836275,24.405594405594407,0.6777251184834123,61.38360175695461,40,0,35.0,0.0,8.196000000000002,168.0,69.7,Adulto,Bajo,Muy Bueno,Alto,Aceptable,70.8,Bajo,False
41,Bogotá,4,Posgrado,Casado,2,Independiente,6.5,8273000,5340000,0,850,0,222800000,44540000,183000000,25,20,36600000.0,146400000.0,80.0,10,9.09,1861700,22.5,2933000,1071300,22.5,1.5218579234972678,23.92437019928023,0.6347425843845892,64.54732261573794,40,0,75.0,0.0,33.092,266.5,40.0,Adulto,Medio-Alto,Muy Bueno,Medio,Bueno,85.8,Bajo,False
31,Cali,2,Técnico,Casado,1,Formal,4.5,2560000,1739900,0,816,0,24500000,6280000,85000000,15,10,8500000.0,76500000.0,90.0,17,9.77,770100,30.08,820100,50000,30.08,0.3202614379084967,8.154785092845085,1.20328125,67.96484375,40,0,70.0,0.0,5.12,139.5,75.6,Adulto Joven,Bajo,Muy Bueno,Alto,Límite,51.75,Medio,False
41,Ibagué,2,Bachiller,Casado,1,Formal,8.0,2261000,1696000,0,845,0,34200000,3370000,36000000,7,14,5040000.000000001,30960000.0,86.0,17,9.3,302600,13.38,565000,262400,13.38,1.1046511627906976,11.136814276272307,0.5355752212389381,75.01105705440071,40,0,105.0,0.0,2.261,328.0,47.3,Adulto,Bajo,Muy Bueno,Alto,Excelente,85.0,Bajo,False
53,Cartagena,4,Bachiller,Casado,0,Formal,14.0,3778000,2204000,0,811,0,218900000,21770000,151000000,15,16,24160000.0,121474999.63786486,80.44701962772507,13,8.98,1322300,35.0,1574000,251700,35.0,1.8020168812724728,16.463737427210162,0.8400889453621347,58.33774483853891,40,0,125.0,0.0,3.778,742.0,71.59784746867531,Adulto,Medio-Bajo,Muy Bueno,Alto,Límite,78.0,Bajo,False
37,Barranquilla,6,Profesional,Casado,1,Formal,19.0,7515000,3891000,0,850,2,873400000,65500000,269000000,3,23,61870000.0,207130000.0,77.0,20,8.5,1797500,23.92,3624000,1826500,23.92,4.216675517790759,36.43949930458971,0.49599889624724064,51.77644710578843,40,0,125.0,0.0,22.544999999999998,703.0,38.5,Adulto Joven,Medio,Muy Bueno,Medio,Bueno,97.0,Bajo,False
53,Cali,4,Bachiller,Casado,0,Informal,8.0,3645000,2298000,0,817,0,166300000,10450000,121000000,4,17,20570000.0,100430000.0,83.0,12,9.63,1178800,32.34,1347000,168200,32.34,1.6558797172159714,8.864947404139803,0.8751299183370452,63.04526748971193,40,0,80.0,0.0,3.645,424.0,68.89,Adulto,Medio-Bajo,Muy Bueno,Alto,Límite,64.4,Medio,False
22,Medellín,6,Profesional,Soltero,0,Formal,3.0,8013000,4291000,0,843,0,25200000,30340000,221000000,2,10,22100000.0,198900000.0,90.0,23,9.7,1803200,22.5,3722000,1918800,22.5,0.12669683257918551,16.825643300798582,0.4844707146695325,53.55048046923749,-30,0,55.0,0.0,24.039,66.0,51.3,Joven,Medio-Alto,Muy Bueno,Alto,Bueno,79.5,Bajo,False
46,Bogotá,3,Técnico,Casado,0,Formal,4.5,5121000,3181000,1,792,1,378500000,27170000,124000000,26,18,22320000.0,101680000.0,82.0,14,9.58,1101300,21.51,1940000,838700,21.51,3.722462627852085,24.67084354853355,0.567680412371134,62.116774067564926,40,0,70.0,86.46647167633873,10.242,207.0,88.56,Adulto,Medio,Bueno,Alto,Bueno,76.75,Bajo,False
38,Manizales,2,Profesional,Unión Libre,2,Informal,14.5,3440000,2580000,0,799,0,76700000,10640000,59000000,20,22,12980000.0,46020000.0,78.0,20,9.96,442900,12.88,860000,417100,12.88,1.6666666666666667,24.02348159855498,0.515,75.0,40,0,100.0,0.0,10.32,551.0,78.78,Adulto Joven,Bajo,Bueno,Medio,Excelente,80.0,Bajo,False
35,Bogotá,3,Bachiller,Soltero,1,Formal,17.0,2709000,1744000,0,816,0,75500000,12530000,92000000,2,15,13800000.0,78200000.0,85.0,24,9.19,673700,24.87,965000,291300,24.87,0.9654731457800512,18.598782841027163,0.6981347150259067,64.37799926172019,40,0,125.0,0.0,2.709,595.0,71.4,Adulto Joven,Bajo,Muy Bueno,Alto,Bueno,88.0,Bajo,False
38,Bogotá,3,Profesional,Casado,2,Formal,7.0,6076000,4017000,0,850,1,270100000,45690000,159000000,11,20,31800000.0,127200000.0,80.0,19,8.92,1159800,19.09,2059000,899200,19.09,2.123427672955975,39.39472322814278,0.563283147158815,66.11257406188282,40,0,95.0,0.0,18.227999999999998,266.0,40.0,Adulto Joven,Medio,Muy Bueno,Medio,Excelente,88.5,Bajo,False
22,Cartagena,3,Bachiller,Soltero,2,Formal,3.5,1870000,1350800,0,768,0,3800000,3250000,55000000,4,10,5500000.0,49500000.0,90.0,23,10.3,469200,25.09,519200,50000,25.09,0.07676767676767676,6.926683716965047,1.0025641025641026,72.23529411764706,-30,0,60.0,0.0,1.87,77.0,118.8,Joven,Muy Bajo,Bueno,Alto,Aceptable,50.25,Medio,False
35,Bogotá,1,Técnico,Unión Libre,2,Informal,9.5,1759000,1199400,0,787,1,56100000,2740000,58000000,29,11,6380000.0,51620000.0,89.0,23,10.86,509600,28.97,559600,50000,28.97,1.086788066640837,5.376766091051805,1.1581818181818182,68.18646958499147,40,0,95.0,0.0,3.518,332.5,100.57,Adulto Joven,Muy Bajo,Bueno,Alto,Aceptable,55.6,Medio,False
41,Medellín,4,Bachiller,Casado,1,Formal,23.0,3426000,2176900,0,849,0,107300000,17260000,133000000,6,15,19950000.0,104075435.70057581,78.25220729366602,12,9.25,1199100,35.0,1249100,50000,35.0,1.0309829526796432,14.394128930030856,1.107202216066482,63.54057209573847,40,0,125.0,0.0,3.426,943.0,39.908625719769674,Adulto,Bajo,Muy Bueno,Medio,Límite,67.0,Bajo,False
52,Bogotá,2,Bachiller,Casado,2,Formal,34.0,3479000,2609000,0,805,1,247800000,7440000,92000000,3,21,19320000.0,72680000.0,79.0,13,8.55,773300,22.23,870000,96700,22.23,3.4094661529994497,9.621104357946463,0.8888505747126437,74.99281402701926,40,0,125.0,0.0,3.479,1768.0,75.05,Adulto,Bajo,Muy Bueno,Medio,Bueno,82.0,Bajo,False
32,Bogotá,6,Profesional,Unión Libre,2,Formal,2.5,8137000,4802000,0,850,1,377200000,79650000,208000000,3,21,43680000.0,164320000.0,79.0,21,8.5,1400400,17.21,3335000,1934600,17.21,2.295520934761441,56.876606683804624,0.4199100449775112,59.01437876367211,40,0,50.0,0.0,24.411,80.0,39.5,Adulto Joven,Medio-Alto,Muy Bueno,Medio,Excelente,85.75,Bajo,False
29,Bogotá,6,Posgrado,Casado,3,Formal,7.5,18056000,10419000,0,850,0,388000000,109030000,536000000,25,18,96480000.0,439520000.0,82.0,25,8.83,3637400,20.15,7637000,3999600,20.15,0.8827812158718602,29.974707208445594,0.47628649993452926,57.70381036774479,10,0,100.0,0.0,72.224,217.5,41.0,Joven,Alto,Muy Bueno,Alto,Bueno,89.25,Bajo,False
32,Bogotá,4,Técnico,Soltero,0,Informal,1.5,3164000,2053000,1,700,2,174400000,18110000,117000000,4,22,25740000.0,91260000.0,78.0,22,11.36,942200,29.78,1111000,168800,29.78,1.911023449484988,19.220972192740394,0.8480648064806481,64.88621997471556,40,0,15.0,86.46647167633873,6.328,48.0,156.0,Adulto Joven,Bajo,Regular,Medio,Aceptable,55.2,Medio,False
47,Barranquilla,4,Profesional,Soltero,0,Formal,16.0,4539000,2509000,0,847,1,246900000,17650000,154000000,2,20,30800000.0,123200000.0,80.0,10,8.96,1558000,34.32,2030000,472000,34.32,2.0040584415584415,11.328626444159179,0.767487684729064,55.276492619519715,40,0,125.0,0.0,13.616999999999999,752.0,42.4,Adulto,Medio-Bajo,Muy Bueno,Medio,Límite,78.0,Bajo,False
41,Pereira,3,Técnico,Casado,0,Formal,9.0,2444000,1518000,0,850,0,60200000,13090000,70000000,6,17,11900000.0,58100000.0,83.0,15,8.84,583800,23.89,926000,342200,23.89,1.036144578313253,22.422062350119905,0.6304535637149028,62.11129296235679,40,0,115.0,0.0,4.888,369.0,41.5,Adulto,Bajo,Muy Bueno,Alto,Bueno,86.5,Bajo,False
32,Medellín,2,Técnico,Unión Libre,2,Informal,1.5,2734000,1927700,0,765,0,31000000,3610000,82000000,21,10,8200000.0,73800000.0,90.0,22,11.25,756300,27.66,806300,50000,27.66,0.42005420054200543,4.773238133015999,1.1057017543859649,70.508412582297,40,0,15.0,0.0,5.468,48.0,121.5,Adulto Joven,Bajo,Bueno,Alto,Aceptable,46.2,Medio,False
43,Cúcuta,3,Profesional,Unión Libre,2,Informal,9.0,4379000,3213000,0,795,1,258500000,25000000,84000000,53,16,13440000.0,70560000.0,84.0,12,10.26,853900,19.5,1166000,312100,19.5,3.6635487528344672,29.277432954678535,0.7323327615780446,73.37291619091117,40,0,90.0,0.0,13.136999999999999,387.0,88.2,Adulto,Medio-Bajo,Bueno,Alto,Excelente,75.2,Bajo,False
38,Bogotá,3,Profesional,Unión Libre,2,Informal,5.5,5226000,3580000,0,827,0,161100000,21080000,168000000,8,16,26880000.0,141120000.0,84.0,19,9.75,1361800,26.06,1646000,284200,26.06,1.1415816326530612,15.479512410045528,0.8273390036452005,68.50363566781478,40,0,55.0,0.0,15.678,209.0,61.32,Adulto Joven,Medio,Muy Bueno,Alto,Aceptable,72.4,Bajo,False
47,Bogotá,4,Profesional,Casado,2,Formal,3.5,7764000,5078000,1,803,1,610000000,61530000,207000000,2,19,39330000.0,167670000.0,81.0,13,8.8,1807900,23.29,2686000,878100,23.29,3.638098646150176,34.033962055423416,0.6730826507818317,65.40443070582174,40,0,60.0,86.46647167633873,23.292,164.5,78.57,Adulto,Medio,Muy Bueno,Alto,Bueno,80.25,Bajo,False
30,Bogotá,3,Profesional,Unión Libre,2,Formal,9.0,5069000,3454000,0,850,0,52500000,37010000,121000000,2,18,21780000.0,99220000.0,82.0,16,9.04,979200,19.32,1615000,635800,19.32,0.5291271920983672,37.79616013071895,0.6063157894736843,68.13967251923457,40,0,115.0,0.0,15.207,270.0,41.0,Joven,Medio,Muy Bueno,Alto,Excelente,91.5,Bajo,False
34,Cali,4,Bachiller,Casado,2,Informal,1.5,3502000,2365800,0,729,0,75600000,6740000,106000000,2,10,10600000.0,95400000.0,90.0,17,11.81,1086200,31.02,1136200,50000,31.02,0.7924528301886793,6.2051187626588105,1.2399543378995435,67.55568246716163,40,0,15.0,0.0,3.502,51.0,153.9,Adulto Joven,Medio-Bajo,Bueno,Alto,Límite,36.2,Alto,False
34,Medellín,4,Bachiller,Soltero,0,Informal,2.0,3376000,1865000,0,804,0,65800000,26450000,106000000,1,20,21200000.0,84800000.0,80.0,18,9.73,833200,24.68,1511000,677800,24.68,0.7759433962264151,31.745079212674028,0.5514228987425546,55.242890995260666,40,0,20.0,0.0,3.376,68.0,76.8,Adulto Joven,Bajo,Muy Bueno,Medio,Bueno,79.6,Bajo,False
23,Cali,1,Técnico,Soltero,2,Independiente,2.5,2163000,1532200,0,745,0,2200000,2220000,63000000,34,10,6300000.0,56700000.0,90.0,21,11.08,580800,26.85,630800,50000,26.85,0.03880070546737213,3.822314049586777,1.0735674676524953,70.83680073971335,-30,0,35.0,0.0,4.326,57.5,139.5,Joven,Bajo,Bueno,Alto,Aceptable,43.0,Alto,False
40,Cartagena,3,Profesional,Casado,0,Formal,14.0,6438000,3797000,0,850,1,376300000,57140000,107000000,9,19,20330000.0,86670000.0,81.0,15,8.81,869300,13.5,2641000,1771700,13.5,4.341756086304373,65.73104796963074,0.32915562287012495,58.977943460702086,40,0,125.0,0.0,19.314,560.0,40.5,Adulto Joven,Medio,Muy Bueno,Alto,Excelente,93.0,Bajo,False
40,Cali,2,Bachiller,Soltero,0,Formal,13.5,1734000,1137400,0,767,0,43800000,4510000,52000000,3,12,6240000.0,45760000.0,88.0,12,9.99,546600,31.52,596600,50000,31.52,0.9571678321678322,8.251006220270765,1.231081081081081,65.59400230680508,40,0,125.0,0.0,1.734,540.0,117.04,Adulto Joven,Muy Bajo,Bueno,Alto,Límite,58.0,Medio,False
38,Cali,2,Bachiller,Unión Libre,2,Informal,4.0,2167000,1398600,0,799,0,37900000,5000000,75000000,15,10,7500000.0,67500000.0,90.0,19,11.25,718400,33.15,768400,50000,33.15,0.5614814814814815,6.959910913140312,1.3254612546125462,64.54083987078911,40,0,40.0,0.0,2.167,152.0,90.9,Adulto Joven,Bajo,Bueno,Alto,Límite,43.2,Alto,False
35,Ibagué,3,Técnico,Casado,3,Formal,8.0,2377000,1652100,0,834,0,61700000,3740000,83000000,3,10,8300000.0,74700000.0,90.0,24,9.8,674900,28.39,724900,50000,28.39,0.8259705488621151,5.541561712846348,1.1361952861952862,69.50357593605385,40,0,105.0,0.0,4.754,280.0,59.4,Adulto Joven,Bajo,Muy Bueno,Alto,Aceptable,62.0,Medio,False
23,Bogotá,3,Profesional,Soltero,0,Formal,2.0,6795000,3990000,0,817,0,10300000,65360000,148000000,0,17,25160000.0,122840000.0,83.0,22,8.85,1058000,15.57,2805000,1747000,15.57,0.08384890915011398,61.77693761814745,0.3771836007130125,58.719646799117,-30,0,45.0,0.0,20.384999999999998,46.0,68.89,Joven,Medio,Muy Bueno,Alto,Excelente,81.0,Bajo,False
33,Medellín,2,Profesional,Unión Libre,4,Formal,5.5,3531000,2537800,0,837,0,47200000,8890000,114000000,27,10,11400000.0,102600000.0,90.0,22,9.72,943200,26.71,993200,50000,26.71,0.4600389863547758,9.425360474978795,1.0681766704416762,71.8719909374115,40,0,80.0,0.0,10.593,181.5,56.7,Adulto Joven,Medio-Bajo,Muy Bueno,Alto,Aceptable,58.25,Medio,False
34,Barranquilla,4,Bachiller,Soltero,0,Informal,3.0,3485000,2174000,0,795,1,124600000,10120000,149000000,13,11,16390000.0,111199675.1684312,74.63065447545718,16,10.81,1219700,35.0,1311000,91300,35.0,1.1205068702878105,8.29712224317455,0.9303585049580473,62.38163558106169,40,0,30.0,0.0,3.485,102.0,78.36218719923004,Adulto Joven,Bajo,Bueno,Medio,Límite,54.4,Medio,False
29,Cali,2,Profesional,Unión Libre,1,Formal,2.0,2956000,2217000,0,833,0,24700000,8520000,75000000,54,10,7500000.0,67500000.0,90.0,21,9.59,623300,21.09,739000,115700,21.09,0.36592592592592593,13.669180170062571,0.8434370771312585,75.0,10,0,45.0,0.0,8.868,58.0,60.3,Joven,Bajo,Muy Bueno,Alto,Bueno,68.0,Bajo,False
36,Bogotá,4,Profesional,Casado,2,Formal,1.5,4250000,2876200,0,821,0,99300000,28550000,168000000,12,15,25200000.0,142800000.0,85.0,19,9.16,1323800,31.15,1373800,50000,31.15,0.6953781512605042,21.566701918718838,1.244172932330827,67.67529411764706,40,0,40.0,0.0,12.75,54.0,67.15,Adulto Joven,Medio-Bajo,Muy Bueno,Alto,Límite,50.25,Medio,False
42,Medellín,3,Profesional,Soltero,0,Formal,24.0,6018000,3393000,0,850,0,185300000,31860000,153000000,14,20,30600000.0,122400000.0,80.0,17,8.76,1155600,19.2,2625000,1469400,19.2,1.5138888888888888,27.570093457943926,0.4402285714285714,56.38085742771685,40,0,125.0,0.0,18.054,1008.0,40.0,Adulto,Medio,Muy Bueno,Medio,Excelente,93.0,Bajo,False
56,Medellín,2,Bachiller,Casado,1,Informal,12.0,2598000,1841100,0,772,1,179200000,5420000,79000000,5,22,17380000.0,61620000.0,78.0,13,9.99,706900,27.21,756900,50000,27.21,2.90814670561506,7.667279671806479,1.0875384615384616,70.86605080831409,-8,0,100.0,0.0,2.598,672.0,99.84,Adulto Mayor,Bajo,Bueno,Medio,Aceptable,60.0,Medio,False
39,Medellín,2,Bachiller,Unión Libre,1,Informal,2.5,1445000,920500,0,784,0,28400000,2720000,46000000,7,10,4600000.0,41400000.0,90.0,15,11.15,474500,32.84,524500,50000,32.84,0.6859903381642513,5.732349841938883,1.314404432132964,63.70242214532872,40,0,25.0,0.0,1.445,97.5,104.4,Adulto Joven,Muy Bajo,Bueno,Alto,Límite,42.0,Alto,False
40,Bogotá,2,Técnico,Unión Libre,0,Formal,9.0,3692000,2567000,0,820,0,82700000,24590000,103000000,7,18,18540000.0,84460000.0,82.0,10,8.74,1058100,28.66,1125000,66900,28.66,0.9791617333649064,23.239769397977508,0.9405333333333333,69.52871072589383,40,0,115.0,0.0,7.384,360.0,65.6,Adulto Joven,Medio-Bajo,Muy Bueno,Alto,Aceptable,71.5,Bajo,False
37,Ibagué,3,Técnico,Soltero,2,Independiente,8.5,2375000,1781000,0,820,0,73700000,6530000,51000000,9,18,9180000.0,41820000.0,82.0,23,9.16,363800,15.32,594000,230200,15.32,1.762314681970349,17.949422759758107,0.6124579124579125,74.98947368421052,40,0,95.0,0.0,4.75,314.5,65.6,Adulto Joven,Bajo,Muy Bueno,Alto,Excelente,83.2,Bajo,False
22,Cartagena,2,Bachiller,Soltero,0,Formal,4.0,1423000,1020000,0,707,1,48500000,1780000,33000000,29,16,5280000.0,27720000.0,84.0,22,10.17,263300,18.5,403000,139700,18.5,1.7496392496392497,6.760349411317888,0.6533498759305211,71.67955024595925,-30,0,65.0,0.0,1.423,88.0,162.12,Joven,Muy Bajo,Bueno,Alto,Excelente,64.0,Medio,False
37,Medellín,4,Bachiller,Unión Libre,2,Informal,12.0,3933000,2847000,0,792,0,70400000,9070000,115000000,12,10,11500000.0,103500000.0,90.0,24,11.18,1036000,26.34,1086000,50000,26.34,0.6801932367149759,8.754826254826256,1.0539165818921667,72.38749046529367,40,0,100.0,0.0,3.933,444.0,97.2,Adulto Joven,Medio-Bajo,Bueno,Alto,Aceptable,53.0,Medio,False
38,Barranquilla,3,Posgrado,Unión Libre,2,Formal,8.0,6163000,4425000,0,850,1,391100000,44760000,127000000,6,23,29210000.0,97790000.0,77.0,15,8.5,963000,15.63,1738000,775000,15.63,3.9993864403313224,46.4797507788162,0.5540851553509781,71.79944832062307,40,0,105.0,0.0,24.652,304.0,38.5,Adulto Joven,Medio,Muy Bueno,Medio,Excelente,94.0,Bajo,False
62,Manizales,3,Bachiller,Casado,0,Formal,23.5,2183000,1281000,0,811,1,164700000,18950000,53000000,0,24,12720000.0,40280000.0,76.0,11,8.5,470700,21.56,902000,431300,21.56,4.088877855014895,40.25918844274485,0.521840354767184,58.680714612918,-56,0,125.0,0.0,2.183,1457.0,67.64,Adulto Mayor,Bajo,Muy Bueno,Medio,Bueno,92.0,Bajo,False
36,Bogotá,6,Técnico,Unión Libre,2,Formal,11.5,8846000,5365000,0,850,0,351000000,28940000,366000000,18,13,47580000.0,308196874.45291984,84.20679629861198,16,9.33,3096100,35.0,3481000,384900,35.0,1.1388824128183,9.347243306094764,0.8894283251939098,60.64888085010174,40,0,125.0,0.0,17.692,414.0,42.10339814930599,Adulto Joven,Medio-Alto,Muy Bueno,Alto,Límite,78.0,Bajo,False
41,Bogotá,4,Profesional,Casado,2,Formal,14.0,4931000,3468000,0,850,0,137400000,17110000,120000000,6,18,21600000.0,98400000.0,82.0,11,8.75,1163400,23.59,1463000,299600,23.59,1.396341463414634,14.706893587760014,0.7952153110047847,70.33056175218009,40,0,125.0,0.0,14.793,574.0,41.0,Adulto,Medio-Bajo,Muy Bueno,Alto,Bueno,88.0,Bajo,False
37,Cali,2,Técnico,Casado,2,Informal,9.0,2609000,1837100,1,700,0,35300000,2810000,74000000,18,10,7400000.0,66600000.0,90.0,24,12.32,721900,27.67,771900,50000,27.67,0.53003003003003,3.892505887242,1.1072085889570553,70.41395170563435,40,0,90.0,86.46647167633873,5.218,333.0,180.0,Adulto Joven,Bajo,Regular,Alto,Aceptable,44.2,Alto,False
26,Bucaramanga,3,Profesional,Unión Libre,2,Formal,5.0,4583000,3417000,0,848,0,38700000,18690000,108000000,4,13,14040000.0,93960000.0,87.0,22,9.23,832900,18.17,1166000,333100,18.17,0.4118773946360153,22.439668627686398,0.7143224699828473,74.55814968361335,10,0,75.0,0.0,13.749,130.0,45.24,Joven,Medio-Bajo,Muy Bueno,Alto,Excelente,80.5,Bajo,False
49,Bogotá,3,Técnico,Casado,2,Formal,31.0,5400000,3809000,0,818,0,217400000,25000000,151000000,34,19,28690000.0,122310000.0,81.0,16,8.9,1196800,22.16,1591000,394200,22.16,1.777450739923146,20.88903743315508,0.7522313010685103,70.53703703703704,40,0,125.0,0.0,10.8,1519.0,66.42,Adulto,Medio,Muy Bueno,Alto,Bueno,88.0,Bajo,False
45,Otras,2,Profesional,Unión Libre,1,Formal,27.0,3495000,2621000,0,824,1,143200000,13280000,55000000,37,20,11000000.0,44000000.0,80.0,15,8.99,446000,12.76,874000,428000,12.76,3.2545454545454544,29.77578475336323,0.5102974828375286,74.99284692417739,40,0,125.0,0.0,10.485,1215.0,60.8,Adulto,Bajo,Muy Bueno,Medio,Excelente,88.0,Bajo,False
45,Medellín,2,Bachiller,Casado,0,Formal,18.5,2121000,1538000,0,809,1,80600000,10710000,59000000,13,20,11800000.0,47200000.0,80.0,18,8.81,436400,20.58,583000,146600,20.58,1.7076271186440677,24.541704857928504,0.7485420240137222,72.51296558227251,40,0,125.0,0.0,2.121,832.5,72.8,Adulto,Bajo,Muy Bueno,Medio,Bueno,83.0,Bajo,False
28,Medellín,3,Profesional,Unión Libre,0,Formal,4.0,6705000,4241000,0,819,0,75200000,34100000,175000000,3,15,26250000.0,148750000.0,85.0,21,9.26,1341100,20.0,2464000,1122900,20.0,0.505546218487395,25.426888375214375,0.5442775974025974,63.25130499627144,10,0,65.0,0.0,20.115000000000002,112.0,68.85,Joven,Medio,Muy Bueno,Alto,Excelente,84.0,Bajo,False
52,Bogotá,3,Bachiller,Casado,0,Formal,14.5,2050000,1134000,0,850,0,96200000,8340000,53000000,3,16,8480000.0,44520000.0,84.0,13,8.74,478500,23.34,916000,437500,23.34,2.1608265947888587,17.429467084639498,0.5223799126637555,55.31707317073171,40,0,125.0,0.0,2.05,754.0,42.0,Adulto,Bajo,Muy Bueno,Alto,Bueno,88.0,Bajo,False
23,Bogotá,4,Técnico,Soltero,0,Informal,2.0,3396000,1921000,1,700,0,5900000,33670000,108000000,8,19,20520000.0,87480000.0,81.0,24,11.51,896400,26.4,1475000,578600,26.4,0.06744398719707362,37.56135653726015,0.6077288135593221,56.56654888103652,-30,0,20.0,86.46647167633873,6.792,46.0,162.0,Joven,Bajo,Regular,Alto,Aceptable,61.6,Medio,False
43,Bucaramanga,1,Bachiller,Casado,2,Informal,10.0,1136000,852000,0,763,1,56100000,820000,30000000,12,18,5400000.0,24600000.0,82.0,18,10.35,251500,22.14,284000,32500,22.14,2.2804878048780486,3.2604373757455267,0.8855633802816901,75.0,40,0,100.0,0.0,1.136,430.0,112.34,Adulto,Muy Bajo,Bueno,Alto,Bueno,66.0,Bajo,False
59,Villavicencio,2,Bachiller,Divorciado,1,Informal,18.5,1519000,1139000,0,732,0,78900000,2340000,39000000,21,21,8190000.0,30810000.0,79.0,12,10.56,378200,24.9,380000,1800,24.9,2.560856864654333,6.187202538339503,0.9952631578947368,74.9835418038183,-32,0,100.0,0.0,1.519,1091.5,132.72,Adulto Mayor,Muy Bajo,Bueno,Medio,Bueno,65.0,Bajo,False
28,Medellín,3,Profesional,Unión Libre,2,Formal,2.0,6679000,4558000,0,833,0,51700000,45970000,129000000,14,22,28380000.0,100620000.0,78.0,22,8.5,843600,12.63,2121000,1277400,12.63,0.5138143510236534,54.492650545282125,0.3977369165487977,68.24374906423117,10,0,45.0,0.0,20.037,56.0,52.26,Joven,Medio,Muy Bueno,Medio,Excelente,85.0,Bajo,False
32,Villavicencio,2,Bachiller,Soltero,0,Informal,4.5,1781000,1208000,0,781,0,22800000,5500000,42000000,31,12,5040000.0,36960000.0,88.0,20,10.98,381000,21.39,573000,192000,21.39,0.6168831168831169,14.435695538057743,0.6649214659685864,67.8270634475014,40,0,45.0,0.0,1.781,144.0,104.72,Adulto Joven,Muy Bajo,Bueno,Alto,Bueno,66.6,Bajo,False
38,Pereira,2,Técnico,Casado,0,Informal,5.0,2440000,1622000,0,817,0,48700000,10850000,69000000,15,15,10350000.0,58650000.0,85.0,24,10.19,545800,22.37,818000,272200,22.37,0.8303495311167945,19.87907658482961,0.667237163814181,66.47540983606557,40,0,50.0,0.0,4.88,190.0,70.55,Adulto Joven,Bajo,Muy Bueno,Alto,Bueno,77.0,Bajo,False
32,Medellín,2,Técnico,Soltero,0,Formal,5.0,3513000,2375000,0,830,0,44300000,30990000,101000000,39,22,22220000.0,78780000.0,78.0,24,8.5,642100,18.28,1138000,495900,18.28,0.5623254633155623,48.263510356642264,0.5642355008787346,67.60603472815258,40,0,75.0,0.0,7.026,160.0,54.6,Adulto Joven,Medio-Bajo,Muy Bueno,Medio,Excelente,84.5,Bajo,False
22,Barranquilla,2,Técnico,Unión Libre,1,Formal,3.0,3612000,2621000,0,749,1,134400000,16520000,69000000,43,28,19320000.0,49680000.0,72.0,24,9.73,446400,12.36,991000,544600,12.36,2.7053140096618358,37.007168458781365,0.4504540867810293,72.56367663344408,-30,0,55.0,0.0,7.224,66.0,108.72,Joven,Medio-Bajo,Bueno,Medio,Excelente,76.5,Bajo,False
